dataset,method,run_id,task,accuracy_all,accuracy_seen,ace_all,ace_seen,brier_all,ece_all,ece_seen,sce_all,sce_seen
domainnet,sprompts_l2p,2,3,0.57749736,0.72187173,0.001030878587169268,6.688998689690083e-05,0.5586609570066471,0.11015694615004977,0.029219706875449163,0.000811253636710878,0.00018136522107554915
domainnet,sprompts_l2p,2,4,0.700884,0.700884,0.00010513364511782348,0.00010513364511782348,0.40061408495751666,0.03889971053467174,0.03889971053467174,0.0002349226469211518,0.0002349226469211518
domainnet,sprompts_l2p,0,0,0.167088,0.83544004,0.003001272830939053,0.0001969662616478747,1.0451993167543612,0.3026770362746817,0.030203859756580118,0.002269738526398946,0.00018265799482534992
domainnet,sprompts_l2p,0,1,0.31029624,0.7757406,0.002683331828484019,8.701106134645561e-05,0.8899539778807319,0.24883859001228661,0.022048516709583934,0.0019407589592286291,8.884574537013903e-05
domainnet,sprompts_l2p,0,2,0.44654685,0.74424475,0.0018862957047987776,4.7124204017891026e-05,0.7143592949425673,0.17100142216626696,0.02131844760619476,0.0013338129366277389,0.0001033034962718469
domainnet,sprompts_l2p,0,3,0.57834655,0.7229332,0.001035995248206367,6.048658317098541e-05,0.5569045937033891,0.10850226899104905,0.029405091530533563,0.0007985691090374087,0.000172828166737226
domainnet,sprompts_l2p,0,4,0.7030595,0.7030595,0.00010063705859321733,0.00010063705859321733,0.3983564440999736,0.03598654023877749,0.03598654023877749,0.0002215439955876638,0.0002215439955876638
domainnet,sprompts_l2p,3,0,0.16722912,0.8361456,0.0028970563828901656,0.00022720836133377528,1.0398794409924956,0.295929512812428,0.03285034854083102,0.0022002865803310025,0.0002038786719848698
domainnet,sprompts_l2p,3,1,0.31022033,0.77555084,0.002654740340586962,9.819436025262518e-05,0.8900058186023305,0.2481434502254503,0.021729085092807687,0.001935995323874062,8.387535478048043e-05
domainnet,sprompts_l2p,3,2,0.44692388,0.7448731,0.0018841503810939277,4.2364521377681943e-05,0.7151650552731181,0.17288447305732868,0.021330354676749298,0.0013532511394273499,0.00010652935281191272
domainnet,sprompts_l2p,3,3,0.57797414,0.72246766,0.001031896436267929,6.437733023354026e-05,0.5563649146766426,0.11027261629929012,0.029636645692100706,0.0008036622176343133,0.00017727109795454395
domainnet,sprompts_l2p,3,4,0.70182115,0.70182115,0.00010075739335295101,0.00010075739335295101,0.3989807193496468,0.038554510696784755,0.038554510696784755,0.00023084708229618273,0.00023084708229618273
domainnet,sprompts_dual,4,0,0.17041567,0.8520783,0.002648188240451408,0.00025254430213879364,1.0198573862698055,0.27479418833189173,0.04047349728746833,0.0019984758480587122,0.00025208665324110303
domainnet,sprompts_dual,4,1,0.3211284,0.802821,0.0025856651851321496,9.783578536745865e-05,0.8761511908190383,0.24210834208183543,0.02405319685804991,0.0018682580823465725,0.00010309527613723081
domainnet,sprompts_dual,4,2,0.46013945,0.7668991,0.0018730018669935115,3.8315264754862404e-05,0.702425209075264,0.17409293548165328,0.01921985688891263,0.0013590283043534834,9.785961574906216e-05
domainnet,sprompts_dual,4,3,0.59406865,0.74258584,0.0010098321088370652,4.8952517406090074e-05,0.5381292204354852,0.10737008132640928,0.025313116049949357,0.0008023124726329011,0.00015998893936018893
domainnet,sprompts_dual,4,4,0.72112674,0.72112674,7.473099104667162e-05,7.473099104667162e-05,0.3759620014320961,0.032921900898615755,0.032921900898615755,0.00019779322398064627,0.00019779322398064627
domainnet,sprompts_dual,2,0,0.17039214,0.8519607,0.002659156791016603,0.0002448966811827292,1.020628364371764,0.27588392117491234,0.03989497946223865,0.0020109752412785457,0.0002456315286727997
domainnet,sprompts_dual,2,1,0.3209687,0.8024217,0.0026128083573512487,9.01408689274608e-05,0.8755966890780126,0.2435219214743998,0.0218107001654266,0.0018832684976176817,9.615576302688066e-05
domainnet,sprompts_dual,2,2,0.4599306,0.766551,0.0018913223920761792,3.666253367756584e-05,0.7016302442775282,0.1746070775165825,0.018630477283044327,0.0013582623517503414,9.461704359974544e-05
domainnet,sprompts_dual,2,3,0.5933403,0.7416753,0.0010085017923870832,4.891351059685242e-05,0.5386633341466831,0.1081526934789521,0.02635485132327736,0.0008034397713970211,0.0001595051677240054
domainnet,sprompts_dual,2,4,0.72132266,0.72132266,7.809932945779816e-05,7.809932945779816e-05,0.37634053844622367,0.033898151474537695,0.033898151474537695,0.00020382727293454068,0.00020382727293454068
domainnet,sprompts_dual,3,0,0.17045094,0.8522547,0.0026481558640520046,0.00024029522947872003,1.0197405335335135,0.2759596375697805,0.038316277124886076,0.0020034331228816395,0.0002520368056350482
domainnet,sprompts_dual,3,1,0.32093304,0.80233264,0.0026082762805871565,8.193413498594148e-05,0.8766366556635765,0.24452890103064456,0.021514094511872625,0.0018933284387357902,9.35241674814513e-05
domainnet,sprompts_dual,3,2,0.4602325,0.76705414,0.0018833172597745745,3.0655071826841374e-05,0.7018957054991865,0.17457753750473515,0.019179880197048672,0.0013625603960311283,9.485445992024987e-05
domainnet,sprompts_dual,3,3,0.5947675,0.7434594,0.0010151342478702326,4.547645409859672e-05,0.5369130214717378,0.10604015726037821,0.024298803505409403,0.0007953411886010255,0.00015065128253204533
domainnet,sprompts_dual,3,4,0.7208917,0.7208917,7.598200582594498e-05,7.598200582594498e-05,0.37502698177083843,0.03352774278025052,0.03352774278025052,0.0001984808936879389,0.0001984808936879389
domainnet,sprompts_dual,0,0,0.17081545,0.8540773,0.002749254684791934,0.0002336528350815534,1.024476808347882,0.2820690043608539,0.04004974742016746,0.0020792139570215092,0.00023279132621391394
domainnet,sprompts_dual,0,1,0.3204221,0.8010553,0.002643791854425456,8.438818350750961e-05,0.8773329607979119,0.2448460709817581,0.02229356035843262,0.0019034221033233862,9.99905749087053e-05
domainnet,sprompts_dual,0,2,0.4582714,0.76378566,0.0018944803275487393,3.520520822298524e-05,0.702793707243152,0.17510920709675426,0.018344850650207675,0.0013621968734886807,9.936329396645777e-05
domainnet,sprompts_dual,0,3,0.59257996,0.7407249,0.0010110920264639082,4.406463288579918e-05,0.5383533193882033,0.1071579547134561,0.024917996492252698,0.0007876835172977709,0.00015298605337228264
domainnet,sprompts_dual,0,4,0.71976155,0.71976155,7.660733606542434e-05,7.660733606542434e-05,0.3773595674788214,0.034594614349096435,0.034594614349096435,0.00020619842174757642,0.00020619842174757642
domainnet,sprompts_dual,1,0,0.1703216,0.851608,0.002827172818290376,0.00021815800742537516,1.0309636673713265,0.29016003067475254,0.034656736149738285,0.0021412256234715167,0.00021627726937914
domainnet,sprompts_dual,1,1,0.31955954,0.7988989,0.0026879563837801453,7.745982476111988e-05,0.8812961925594662,0.25069241245528556,0.020233669543256973,0.0019407864543204369,9.026615411820342e-05
domainnet,sprompts_dual,1,2,0.459313,0.7655217,0.0019106173696147827,3.31570729760289e-05,0.7043573774825352,0.1764858553270019,0.021910335936938953,0.0013739579345166508,0.00010950712908866502
domainnet,sprompts_dual,1,3,0.59398144,0.7424768,0.001023791364056005,4.9505903057099844e-05,0.5391434473184223,0.1081048524049555,0.02606577951883098,0.0008054717973684979,0.000160445263255671
domainnet,sprompts_dual,1,4,0.7207496,0.7207496,7.740938403578897e-05,7.740938403578897e-05,0.37694042075739587,0.03336340148587825,0.03336340148587825,0.0001998447413070876,0.0001998447413070876
domainnet,sprompts_coda,4,0,0.17219119,0.86095595,0.0030618927182189857,0.00017997652234291373,1.0573393474370636,0.322266278572368,0.03204281908037861,0.002388883243330293,0.00019993022152684284
domainnet,sprompts_coda,4,1,0.3251484,0.812871,0.002879211027070494,4.71538193943243e-05,0.9059162564617097,0.2839275089977387,0.02102902580992332,0.0022090559773655207,8.702586231179258e-05
domainnet,sprompts_coda,4,2,0.46654996,0.7775833,0.0019900009005134572,2.787075852346898e-05,0.7120110941971886,0.19511764680212504,0.02365677462569802,0.0015188265071022446,0.0001228265216800048
domainnet,sprompts_coda,4,3,0.6032082,0.7540102,0.001071413838754131,5.942800093877896e-05,0.5399049137554014,0.12646152814927397,0.03620328204511583,0.0009278525721471743,0.00021464047324023386
domainnet,sprompts_coda,4,4,0.73165846,0.73165846,8.403203290597894e-05,8.403203290597894e-05,0.3661405017391009,0.04742891046334401,0.04742891046334401,0.0002809240951878094,0.0002809240951878094
domainnet,sprompts_coda,0,0,0.17217943,0.8608972,0.003147526972615235,0.0001725548342531292,1.0700339614339713,0.33513417398996304,0.031217044886615346,0.002480282668131168,0.00018645251577186782
domainnet,sprompts_coda,0,1,0.32502806,0.81257015,0.0028836848503643532,4.617037026570896e-05,0.905337388421032,0.28417431921725966,0.021568544193157332,0.0022095251400442075,9.263245626194289e-05
domainnet,sprompts_coda,0,2,0.46628886,0.77714807,0.0019788553025879806,2.6363503761022163e-05,0.7097046489831549,0.19299520035116108,0.021588148941108668,0.0014926655246032638,0.00011190418759207663
domainnet,sprompts_coda,0,3,0.6030674,0.75383425,0.0010755389612490428,6.0389108255765254e-05,0.5389809448811551,0.12698899734985988,0.036298439379614446,0.0009213262056537772,0.0002113977350944057
domainnet,sprompts_coda,0,4,0.7319909,0.7319909,8.770240263882158e-05,8.770240263882158e-05,0.36490342811275017,0.048109812127502635,0.048109812127502635,0.000284145528252941,0.000284145528252941
domainnet,sprompts_coda,1,0,0.17223823,0.86119115,0.00317175829422677,0.00016614867086576555,1.0674858594698218,0.33350348841333066,0.030517037902056995,0.002473614327209744,0.00018698181049840238
domainnet,sprompts_coda,1,1,0.32532102,0.8133025,0.0029034512632587295,4.069161516071972e-05,0.9053085747308867,0.28421154555000777,0.020933876863774466,0.002219368516585502,8.813288991691775e-05
domainnet,sprompts_coda,1,2,0.4666837,0.7778061,0.0020075905466413035,2.2261834686013164e-05,0.7129105941034948,0.19757485277680722,0.023245766623109263,0.0015317260746323042,0.00012699390541205365
domainnet,sprompts_coda,1,3,0.6039518,0.75493973,0.00108982539896002,6.771189086015834e-05,0.5396972337581329,0.12952155420167738,0.038862891886278894,0.0009431382349257746,0.00022943333729480463
domainnet,sprompts_coda,1,4,0.73369414,0.73369414,8.310532887416425e-05,8.310532887416425e-05,0.36231911511292936,0.045270792030730284,0.045270792030730284,0.0002670024638302477,0.0002670024638302477
domainnet,sprompts_coda,3,0,0.17250867,0.86254334,0.0030851339859979893,0.00015677603757308214,1.0620214553530194,0.32841627962211917,0.030216908986146908,0.00242112204051955,0.00018545750866951632
domainnet,sprompts_coda,3,1,0.32515603,0.81289005,0.0028719684713385575,4.064056449213562e-05,0.9014593771513538,0.28109015579873964,0.022241693708161942,0.002195328946258926,9.615733168143322e-05
domainnet,sprompts_coda,3,2,0.466848,0.77808,0.0020156070053765026,2.3198277623479297e-05,0.7119508538871737,0.1994556509329013,0.02531456241350268,0.0015491683392905994,0.00014140060496125426
domainnet,sprompts_coda,3,3,0.6030618,0.7538272,0.0010713309725351962,5.283043441973854e-05,0.5373332475725615,0.12440650765018926,0.035566029460449726,0.0009055962728206288,0.00020619829374614426
domainnet,sprompts_coda,3,4,0.7325673,0.7325673,8.004005611368596e-05,8.004005611368596e-05,0.36250440312009496,0.0440984284907896,0.0440984284907896,0.00025961568309423,0.00025961568309423
domainnet,sprompts_coda,2,0,0.17201482,0.8600741,0.0031363898662639597,0.00015955060268042212,1.0697774765542358,0.3355732144708434,0.028349814615984723,0.002475480004116199,0.00018513293236640865
domainnet,sprompts_coda,2,1,0.32525375,0.8131344,0.002923283458601523,4.1265111935019886e-05,0.9130977775537196,0.29156137513133706,0.021597812507349906,0.002269477886964388,9.358882678616611e-05
domainnet,sprompts_coda,2,2,0.46588612,0.77647686,0.002014838847915603,2.493873157728089e-05,0.7123964128907455,0.19852567154222145,0.022269202929384294,0.0015325184445798082,0.0001249014509129453
domainnet,sprompts_coda,2,3,0.60307217,0.7538402,0.0010755751136760504,5.578406470558568e-05,0.537249055356944,0.1244040116720877,0.03591450023983703,0.0009056846982389496,0.00020438429588753125
domainnet,sprompts_coda,2,4,0.7323514,0.7323514,9.329060527021722e-05,9.329060527021722e-05,0.36370316812037035,0.049279365333282796,0.049279365333282796,0.00028498983476629844,0.00028498983476629844
imagenetr,sprompts_dual,1,0,0.08220065,0.82200646,0.005265581712685525,0.00033959662198681444,1.1520374191774498,0.36606466976801555,0.04600473461992149,0.004582716623942058,0.0004113980790172195
imagenetr,sprompts_dual,1,1,0.15420303,0.7710151,0.00632950424517272,8.191639542528618e-05,1.1185643095802422,0.3953176231781641,0.04571936050243538,0.005438204841613769,0.00038583612693172373
imagenetr,sprompts_dual,1,2,0.21132317,0.70441055,0.006223411039998173,0.00013471556178747406,1.0507579813345573,0.3586208973775308,0.07184028060920747,0.005122189203898112,0.0007407370938499267
imagenetr,sprompts_dual,1,3,0.27131233,0.67828083,0.005633309652379053,0.00021712765015884157,0.9604533876353304,0.3122530033191045,0.087853005657585,0.004524513435363769,0.000899782861403317
imagenetr,sprompts_dual,1,4,0.33390963,0.6678192,0.004663368367562896,0.00023538539788097606,0.8462086236573918,0.25378977743784586,0.08673108523891818,0.0037668809763590494,0.000966235105452999
imagenetr,sprompts_dual,1,5,0.39519218,0.6586537,0.003919162922282922,0.0003148187331350552,0.7785772687503977,0.22224612628296017,0.08376720158667073,0.0032221474456787117,0.0009380098277268548
imagenetr,sprompts_dual,1,6,0.4503488,0.6433554,0.0031638071934315176,0.00040065815435585316,0.7105968909535212,0.18808778731028242,0.08381175061340405,0.002707453358968099,0.0009793048726476985
imagenetr,sprompts_dual,1,7,0.5096091,0.63701135,0.002551538805516611,0.00048050024658067924,0.655028614266933,0.16025029309590658,0.08069384192562162,0.002281393979390462,0.0009959442926623058
imagenetr,sprompts_dual,1,8,0.5841787,0.6490874,0.001624281878045373,0.00048603030679191125,0.5576695605326625,0.11554526567459103,0.07357674557151214,0.0016154861068725587,0.0009360314571496213
imagenetr,sprompts_dual,1,9,0.64720106,0.64720106,0.0005577264445705316,0.0005577264445705316,0.46405062503539934,0.06993378663063048,0.06993378663063048,0.0009011998875935869,0.0009011998875935869
imagenetr,sprompts_dual,3,0,0.083171524,0.8317152,0.004745063488284747,0.0004743913828645069,1.1182939552224973,0.3279369169871012,0.043740888484859144,0.0040527522023518885,0.0005468180688839513
imagenetr,sprompts_dual,3,1,0.15361175,0.7680588,0.005892392069865017,0.0001298709978089312,1.0963442824609289,0.37301030844449995,0.037438972270784715,0.005017309659322103,0.0003099210680293533
imagenetr,sprompts_dual,3,2,0.21210404,0.7070134,0.0059254532637600405,0.00010305268846052416,1.0323326001219182,0.3421941241323948,0.06862749982236038,0.004822064387003581,0.0006258725517789749
imagenetr,sprompts_dual,3,3,0.27384758,0.68461895,0.0054711492508910785,0.00016384573733888195,0.9475786288231284,0.3011444072003166,0.08378235612162713,0.004384656804402668,0.0008216183369911211
imagenetr,sprompts_dual,3,4,0.33781576,0.6756316,0.00457749365647925,0.00023908337891022474,0.8390496277591757,0.24827725489934283,0.07898294168133893,0.0036647898101806638,0.0008913757201164
imagenetr,sprompts_dual,3,5,0.39656252,0.6609375,0.0038707179974299655,0.0003236091314782151,0.7713353519955533,0.21983571418126424,0.0817794005510131,0.003192911275227864,0.0009516349117460307
imagenetr,sprompts_dual,3,6,0.45240277,0.6462897,0.0031490917043029915,0.0004084559330066896,0.7054800421214709,0.18923766521116098,0.08424777049954944,0.0026796512349446613,0.0009578842431038095
imagenetr,sprompts_dual,3,7,0.5137084,0.6421355,0.0025298711752621116,0.00048662625790864527,0.6488371343141314,0.16027159571647648,0.07942524226033153,0.0022485541788736982,0.0009492548502612886
imagenetr,sprompts_dual,3,8,0.58838266,0.6537585,0.0016038836305798392,0.0004755967137303178,0.5505746124232056,0.11461199474334714,0.07198717472228136,0.001605759162902832,0.0009221644618294454
imagenetr,sprompts_dual,3,9,0.649217,0.649217,0.0005331097180781523,0.0005331097180781523,0.4556688143703486,0.06974068093299866,0.06974068093299866,0.0009186326599121093,0.0009186326599121093
imagenetr,sprompts_dual,2,0,0.084142394,0.8414239,0.004500137949635585,0.0005953087989690497,1.1123726118591346,0.3185819606781006,0.059961721373414496,0.003864193051656088,0.0006579882504484799
imagenetr,sprompts_dual,2,1,0.15458265,0.7729132,0.005878507291730494,0.00013729014976137993,1.1032512711458051,0.37811479582389196,0.03812103830922626,0.00506488702138265,0.0003737909548079904
imagenetr,sprompts_dual,2,2,0.21247351,0.70824504,0.0058760826879743645,0.0001365868010548962,1.037506571165769,0.3467316279908022,0.0690998141787493,0.0048137567138671865,0.000639442943130651
imagenetr,sprompts_dual,2,3,0.27251056,0.6812764,0.005401815132650761,0.00022488291697549817,0.9501567807005065,0.3040943456962705,0.08806787933853592,0.004341887194315593,0.0008863555645679355
imagenetr,sprompts_dual,2,4,0.33645788,0.67291576,0.0045523122735578615,0.00024530086577852325,0.8378825843739104,0.25060950358708706,0.0852576023147952,0.003619139925638835,0.0008573288825250441
imagenetr,sprompts_dual,2,5,0.3983344,0.66389066,0.0038675086583396237,0.0003036741554707142,0.7705217276668733,0.21988853232065836,0.0857278052931077,0.003180448201497396,0.0009537296930601663
imagenetr,sprompts_dual,2,6,0.45488757,0.6498394,0.003132005614597147,0.0003869360617805042,0.704354538156829,0.18617320617039995,0.08303395673229505,0.002653325716654459,0.0009429970837680434
imagenetr,sprompts_dual,2,7,0.5141998,0.6427497,0.002534225309328831,0.0004460972369480251,0.6492939673965087,0.1580095588366191,0.08032548476113531,0.0022387293497721362,0.0009600149285034675
imagenetr,sprompts_dual,2,8,0.5869233,0.65213704,0.0016295488320149589,0.0004941538375333586,0.5518497314410488,0.11400467928250632,0.07472943424275423,0.0015938913726806644,0.000920557383334998
imagenetr,sprompts_dual,2,9,0.6462649,0.6462649,0.0005356932690949785,0.0005356932690949785,0.4585547728214933,0.07525246096402406,0.07525246096402406,0.0009201832453409831,0.0009201832453409831
imagenetr,sprompts_dual,0,0,0.083171524,0.8317152,0.0050163114026685555,0.0004495700844733526,1.1365841836132897,0.34920701471964516,0.04876198091553257,0.004347577514648438,0.0004956514781346987
imagenetr,sprompts_dual,0,1,0.15343015,0.76715076,0.005741316471251194,0.00015199926944885637,1.0935667079224118,0.37036857394377387,0.044132697438727296,0.004940419425964355,0.00043610704851114625
imagenetr,sprompts_dual,0,2,0.21506965,0.71689886,0.005842011615679367,0.00017114965858890376,1.0316200111164786,0.3362832944194476,0.07054868419189543,0.004758151016235351,0.0007340090857855078
imagenetr,sprompts_dual,0,3,0.27620894,0.6905223,0.005350580288691369,0.00019267654531284297,0.9410711222308155,0.29438139170408245,0.0758680322459925,0.004288526102701824,0.0007738712589519958
imagenetr,sprompts_dual,0,4,0.34337753,0.68675506,0.004504939747763176,0.0002484949991755246,0.8310566335208377,0.2394647937131425,0.07007447077381994,0.0035662701288859057,0.0008181823853523498
imagenetr,sprompts_dual,0,5,0.40544072,0.6757345,0.003867164719968544,0.0003138423670662625,0.7696922978959276,0.21583561460177103,0.07104822031335711,0.003142485504150391,0.0008726498027241079
imagenetr,sprompts_dual,0,6,0.4627487,0.6610695,0.003128979166635521,0.00035784025768268823,0.6990282383044099,0.180949465525647,0.07087340924091455,0.0026198092651367193,0.0008730547180320619
imagenetr,sprompts_dual,0,7,0.5211874,0.65148425,0.0025216639295137667,0.0004649835450976986,0.6435297531154336,0.15111712092595792,0.0696190563698052,0.0021916947937011717,0.0008911856354394052
imagenetr,sprompts_dual,0,8,0.59291416,0.6587935,0.0016146949644314857,0.0004945669382143891,0.5454146087360776,0.10798506514231367,0.06610020913861012,0.0015413064448038737,0.000848275466398759
imagenetr,sprompts_dual,0,9,0.6521741,0.6521741,0.0005482642773403977,0.0005482642773403977,0.45613457865771595,0.06376880192756651,0.06376880192756651,0.0008820764668782551,0.0008820764668782551
imagenetr,sprompts_dual,4,0,0.08398058,0.83980584,0.004986166279104849,0.00040089203332331397,1.1330598608969207,0.34532353719075515,0.0446931630083658,0.004292272262573242,0.00043636533434722805
imagenetr,sprompts_dual,4,1,0.15399274,0.7699637,0.005963668141243203,0.00014664008563169167,1.0981594871792222,0.3744611060619355,0.04340691652577833,0.0050942788569132485,0.00038638276386476257
imagenetr,sprompts_dual,4,2,0.2172085,0.72402835,0.006078021142029126,0.00014716878557239908,1.031565219984152,0.342144049761196,0.06501764336218106,0.004918334541320802,0.0006353910316966567
imagenetr,sprompts_dual,4,3,0.27913108,0.6978277,0.005518993317384447,0.00020965442398076392,0.9405635006404421,0.2973338826354593,0.07356107475500342,0.004353685239156087,0.0007310014188340284
imagenetr,sprompts_dual,4,4,0.34149334,0.6829867,0.004610362843308346,0.00023743083502122283,0.8319885026311133,0.24725816329320272,0.07780901435882813,0.0036492022959391276,0.0008215699841899256
imagenetr,sprompts_dual,4,5,0.40425864,0.6737644,0.0038868870548760363,0.0002884599809368656,0.7642551795064851,0.21651282827059426,0.07613054674743368,0.00315115675608317,0.0008739440705462402
imagenetr,sprompts_dual,4,6,0.45452824,0.649326,0.0031277862949005064,0.0003602781877835757,0.6998971894383607,0.18737802958488464,0.0843340713207225,0.0026435929489135746,0.0009323899803650455
imagenetr,sprompts_dual,4,7,0.51293707,0.64117134,0.0025111061036814496,0.0004615629195147286,0.6445239930540512,0.158123202085495,0.08102432910599594,0.002220217755635579,0.0009402489360762734
imagenetr,sprompts_dual,4,8,0.5875473,0.65283036,0.0016045463728990945,0.0004718760136405359,0.5460331787653426,0.11275820914904276,0.07256555024421577,0.0015520060094197591,0.000872598178458936
imagenetr,sprompts_dual,4,9,0.6521414,0.6521414,0.0005365590170465894,0.0005365590170465894,0.45281646197189035,0.06612639109293618,0.06612639109293618,0.0008415918095906577,0.0008415918095906577
imagenetr,sprompts_coda,3,0,0.08673139,0.8673139,0.004698553118941685,0.00029601660084439515,1.1085565674280022,0.32435830688476563,0.03468670753888708,0.003995310300191244,0.0003066307557053548
imagenetr,sprompts_coda,3,1,0.1657388,0.82869405,0.005665523604973374,0.00010012626065919111,1.052594161283586,0.34436997175216677,0.029354999958908237,0.004704679171244303,0.00022585520087730804
imagenetr,sprompts_coda,3,2,0.23899093,0.7966364,0.005637784375238311,6.910372198045912e-05,0.9750050867122931,0.30169537822405496,0.03470210948302474,0.00437110153198242,0.0003262746977340753
imagenetr,sprompts_coda,3,3,0.30902654,0.7725663,0.0051851181962374055,9.15842888038335e-05,0.8805701479726638,0.2647064481973648,0.04534821081890729,0.0038903730773925775,0.0004047596282440419
imagenetr,sprompts_coda,3,4,0.3795473,0.7590946,0.004311189884091824,0.00011137458039320897,0.7644325824374754,0.20900502913196875,0.042157991047828434,0.0031299150466918943,0.0004264150127287834
imagenetr,sprompts_coda,3,5,0.44703704,0.7450617,0.0036558668635020154,0.00014458170740144945,0.6953811479767501,0.18401752983654537,0.04392268119256788,0.002748745765686035,0.0004868353734831548
imagenetr,sprompts_coda,3,6,0.509408,0.7277257,0.002939223151091477,0.0001645853281461113,0.628364272108722,0.15141901581610245,0.04153068841217986,0.002272274208068848,0.0005116564637968537
imagenetr,sprompts_coda,3,7,0.57590455,0.7198807,0.002324234699060883,0.00022651924427208742,0.5700561003916284,0.12566256697972616,0.040987098704882236,0.001861548309326172,0.0005281232822010342
imagenetr,sprompts_coda,3,8,0.64808047,0.7200894,0.0014188154804443429,0.00027166983886734786,0.476313473261106,0.08639539122581484,0.042793447275956444,0.00123916072845459,0.0005420650496627343
imagenetr,sprompts_coda,3,9,0.7133486,0.7133486,0.0003200803055870225,0.0003200803055870225,0.3740204034983988,0.042921497027079224,0.042921497027079224,0.0005127641359965005,0.0005127641359965005
imagenetr,sprompts_coda,4,0,0.084304206,0.8430421,0.0050579256201907985,0.0002819965686589926,1.1291948112251684,0.34914272864659623,0.04185563489842952,0.004346768811543784,0.0003962493598654045
imagenetr,sprompts_coda,4,1,0.16556334,0.8278167,0.005842047727526321,8.919024288532758e-05,1.0674873858341334,0.35650102905432385,0.036656668259740496,0.004885921274820964,0.00030618331771402807
imagenetr,sprompts_coda,4,2,0.23951915,0.7983971,0.005925089847625544,6.248238770433412e-05,0.9855231437564521,0.3126165807942549,0.0395009508752077,0.0045903097788492836,0.0003963284377526197
imagenetr,sprompts_coda,4,3,0.31563646,0.78909117,0.0053174148745105294,7.994169422543494e-05,0.8805128804184117,0.25988592486580214,0.036349789460229986,0.003972920049031575,0.0003905196744907479
imagenetr,sprompts_coda,4,4,0.3855216,0.7710431,0.00442132886824169,0.00012741583819616585,0.7680893792609,0.2103262019182245,0.03829007462147743,0.0032536385599772136,0.00046881236414755546
imagenetr,sprompts_coda,4,5,0.4514075,0.75234586,0.0037303252025392914,0.0001480373407228184,0.6999799708190075,0.18997017824898163,0.04744675984999834,0.0028056700770060223,0.0005311926045357887
imagenetr,sprompts_coda,4,6,0.5119235,0.7313193,0.0029866555828692307,0.00020336864364963464,0.6308152185894433,0.15319492520640293,0.043404625895807535,0.0022886668904622395,0.0005502466709623985
imagenetr,sprompts_coda,4,7,0.57357156,0.7169644,0.002376046337864828,0.0002918292565987115,0.5760109589343747,0.12799290815989176,0.044198855971636135,0.0018476517613728839,0.0005371285016158166
imagenetr,sprompts_coda,4,8,0.6485589,0.720621,0.001457598755939907,0.0003053093680073014,0.4792130144029337,0.08796565119425452,0.04429839063774456,0.0012538832219441732,0.0005634504809524073
imagenetr,sprompts_coda,4,9,0.71810025,0.71810025,0.00034148798723745164,0.00034148798723745164,0.3761188912791045,0.03971369767189026,0.03971369767189026,0.0005494156964619954,0.0005494156964619954
imagenetr,sprompts_coda,0,0,0.08673139,0.8673139,0.004558108734413982,0.0003136012746389553,1.0992439577355242,0.3147570664087931,0.035468936834520536,0.0038725847880045567,0.000356894457610294
imagenetr,sprompts_coda,0,1,0.16507038,0.82535195,0.005512167836536343,9.547070141923344e-05,1.0531027621023228,0.34340386748313906,0.030277423745622513,0.004597883008321126,0.00021293047409115035
imagenetr,sprompts_coda,0,2,0.23823783,0.7941261,0.005668867548400304,7.334828064027059e-05,0.9802480798422445,0.30667367269595464,0.03248588524408101,0.004397656885782878,0.0003073945795490603
imagenetr,sprompts_coda,0,3,0.31399292,0.7849823,0.005168895269867499,0.00012488949495060968,0.8788856202634938,0.25789026084542277,0.038361250479075015,0.003873255551656087,0.0004153373267757965
imagenetr,sprompts_coda,0,4,0.38309222,0.76618445,0.004330119194158372,0.00012018435891023385,0.7692743124811268,0.213666124522686,0.0440083381245213,0.003241379407246907,0.0005354174829298448
imagenetr,sprompts_coda,0,5,0.4511012,0.75183535,0.0037176254880883297,0.0001686733684051002,0.7060085049400153,0.19544065465033053,0.04960038999206445,0.0028496539179484045,0.0005798030563679502
imagenetr,sprompts_coda,0,6,0.5105755,0.72939354,0.002978291337132008,0.00019281366710681416,0.6359115990045456,0.16032833727325002,0.0495267682976218,0.0023506900660196944,0.0005927334727978445
imagenetr,sprompts_coda,0,7,0.573644,0.71705496,0.002338050132471908,0.0002604278268918264,0.5766970637521035,0.1349491244157155,0.05024048350775346,0.0019051260121663411,0.0005750954552179032
imagenetr,sprompts_coda,0,8,0.64781797,0.71979773,0.0014107646078239241,0.00028144232741242575,0.48101154341920815,0.092325824658076,0.04619683523972831,0.0012871350987752278,0.0005768180688222249
imagenetr,sprompts_coda,0,9,0.7125271,0.7125271,0.0003132218424080574,0.0003132218424080574,0.38099943386630186,0.04574697661399837,0.04574697661399837,0.0006060138066609701,0.0006060138066609701
imagenetr,sprompts_coda,2,0,0.08705501,0.87055016,0.00467420764464885,0.00033868919434545974,1.107418603971935,0.3230971000989278,0.0455256977802727,0.003994530092875162,0.0003211438115746457
imagenetr,sprompts_coda,2,1,0.16410704,0.8205352,0.005736930371128643,9.951316901811005e-05,1.0667378243863268,0.3567908283273379,0.031243451943157106,0.00482874802907308,0.0003135010566453093
imagenetr,sprompts_coda,2,2,0.24052367,0.8017456,0.005727394789370397,5.062483889566363e-05,0.9829115059897501,0.311127592543761,0.03000173646738555,0.004473620821634929,0.0003398113984328051
